,Season,Team1,Team2,Team1 Rank,Team2 Rank,Team1 Win%,Team2 Win%,Team1 Avg Pts,Team2 Avg Pts,Team1 Avg Pts A,Team2 Avg Pts A,Team1 Fg%,Team2 Fg%,Team1 Fg% A,Team2 Fg% A,Team1 3%,Team2 3%,Team1 3% A,Team2 3% A,Team1 FT,Team2 FT,Team1 FT A,Team2 FT A,Team1 OR,Team2 OR,Team1 OR A,Team2 OR A,Team1 DR,Team2 DR,Team1 DR A,Team2 DR A,Team1 TO,Team2 TO,Team1 TA,Team2 TA,Team1 Pts,Team2 Pts
1154,2003,1280,1139,25.221445221445222,32.1625,0.7,0.8275862068965517,70.16666666666667,68.58620689655173,60.166666666666664,60.93103448275862,0.47192353643966545,0.47515316541865216,0.4012307692307692,0.44622578490313963,0.3436213991769547,0.38801261829652994,0.3286467486818981,0.34549878345498786,358,347,314,289,12.666666666666666,7.827586206896552,10.9,10.448275862068966,24.6,20.379310344827587,20.133333333333333,20.20689655172414,15.633333333333333,10.413793103448276,16.1,12.0,46,47
1155,2003,1358,1196,153.775,9.506976744186046,0.7777777777777778,0.7741935483870968,71.77777777777777,75.90322580645162,65.25925925925925,64.6774193548387,0.45523941707147814,0.4765981735159817,0.3878594249201278,0.4230985915492958,0.35860655737704916,0.39212827988338195,0.3141025641025641,0.32727272727272727,451,414,401,323,10.777777777777779,10.806451612903226,13.333333333333334,11.96774193548387,25.962962962962962,24.258064516129032,22.037037037037038,21.741935483870968,15.703703703703704,13.387096774193548,14.88888888888889,15.064516129032258,55,85
1156,2003,1104,1231,27.6555023923445,28.072115384615383,0.6071428571428571,0.625,69.28571428571429,70.53125,65.0,67.0,0.4203622735790131,0.42662116040955633,0.4189189189189189,0.41263940520446096,0.32014388489208634,0.34826589595375723,0.332089552238806,0.2881679389312977,416,516,340,439,13.571428571428571,11.21875,10.892857142857142,12.125,23.928571428571427,25.625,22.642857142857142,24.15625,13.285714285714286,11.5,13.857142857142858,10.5,62,67
1157,2003,1246,1237,9.834883720930232,183.72,0.90625,0.59375,77.53125,71.25,64.09375,70.40625,0.48742643124665597,0.45307068366164543,0.4123249299719888,0.4767171129220023,0.3559322033898305,0.3495798319327731,0.3280141843971631,0.3587140439932318,470,508,394,403,12.875,11.6875,11.1875,10.5625,24.15625,20.90625,19.96875,21.59375,14.0625,15.90625,16.46875,16.84375,95,64
1158,2003,1122,1257,122.485,9.891252955082741,0.7407407407407407,0.8,69.70370370370371,81.83333333333333,67.70370370370371,68.46666666666667,0.4523470839260313,0.45972602739726026,0.4279191128506197,0.40262060750446693,0.34913793103448276,0.3603988603988604,0.35864978902953587,0.3047808764940239,448,524,346,549,10.62962962962963,13.2,11.666666666666666,12.866666666666667,24.22222222222222,25.1,22.51851851851852,23.6,15.222222222222221,13.366666666666667,14.0,17.4,64,86
1159,2003,1268,1423,23.0,65.775,0.6785714285714286,0.8,80.78571428571429,71.36666666666666,66.85714285714286,59.6,0.4644870349492672,0.46158392434988177,0.3785377358490566,0.400765794511806,0.39789473684210525,0.3677536231884058,0.3127147766323024,0.3046594982078853,425,376,406,362,13.75,9.966666666666667,14.321428571428571,11.5,26.75,23.133333333333333,23.607142857142858,23.533333333333335,14.107142857142858,11.466666666666667,18.321428571428573,16.933333333333334,75,73
1160,2003,1160,1277,64.3275,42.390243902439025,0.6451612903225806,0.6129032258064516,75.51612903225806,67.2258064516129,70.06451612903226,60.96774193548387,0.44345081536033665,0.45075757575757575,0.40071283095723015,0.40064102564102566,0.32558139534883723,0.36626506024096384,0.34094616639477976,0.3383742911153119,501,504,389,461,14.483870967741936,10.67741935483871,13.516129032258064,9.32258064516129,27.967741935483872,24.258064516129032,23.193548387096776,20.225806451612904,14.0,14.548387096774194,12.548387096774194,14.290322580645162,64,79
1161,2003,1329,1335,20.801909307875896,71.815,0.6896551724137931,0.8148148148148148,68.72413793103448,70.18518518518519,62.206896551724135,59.407407407407405,0.44492843808338517,0.46585190510424157,0.3897467572575664,0.40215827338129495,0.375,0.411864406779661,0.33109619686800895,0.342,422,356,394,315,12.379310344827585,9.333333333333334,14.10344827586207,9.37037037037037,24.06896551724138,24.185185185185187,22.413793103448278,21.444444444444443,14.655172413793103,13.0,16.75862068965517,14.407407407407407,77,63
1162,2003,1447,1338,166.57,12.19767441860465,0.6774193548387096,0.8666666666666667,75.54838709677419,74.6,71.45161290322581,58.833333333333336,0.4720357941834452,0.5021806853582554,0.4608450704225352,0.3835103060587133,0.38380281690140844,0.35834896810506567,0.37549407114624506,0.30019120458891013,436,435,389,380,12.0,11.3,10.935483870967742,10.3,22.35483870967742,25.366666666666667,21.35483870967742,19.733333333333334,14.96774193548387,15.1,15.451612903225806,16.166666666666668,61,87
1163,2003,1345,1261,27.223587223587224,40.2970297029703,0.6428571428571429,0.6774193548387096,71.75,73.2258064516129,65.25,62.903225806451616,0.4366382140512147,0.4868189806678383,0.4148099606815203,0.4074712643678161,0.3294930875576037,0.3834862385321101,0.31982942430703626,0.34759358288770054,536,399,411,337,10.392857142857142,10.612903225806452,10.642857142857142,11.32258064516129,23.464285714285715,24.516129032258064,23.464285714285715,21.419354838709676,13.821428571428571,13.870967741935484,16.392857142857142,15.548387096774194,80,56
1164,2003,1393,1264,25.596153846153847,76.3175,0.8275862068965517,0.7931034482758621,80.10344827586206,76.17241379310344,69.89655172413794,67.75862068965517,0.4700665188470067,0.4505692031156381,0.39007470651013876,0.4163036714374611,0.33043478260869563,0.3485838779956427,0.3068702290076336,0.3189873417721519,475,545,364,501,14.310344827586206,11.310344827586206,15.793103448275861,12.620689655172415,26.896551724137932,23.310344827586206,22.275862068965516,23.03448275862069,13.620689655172415,14.206896551724139,14.448275862068966,17.724137931034484,76,65
1165,2003,1400,1421,9.416279069767441,241.37,0.7857142857142857,0.4482758620689655,78.85714285714286,71.20689655172414,68.67857142857143,78.44827586206897,0.448512585812357,0.42926533090467517,0.41133896260554886,0.45588235294117646,0.34893617021276596,0.36015325670498083,0.34615384615384615,0.36710963455149503,476,463,388,442,16.178571428571427,12.275862068965518,12.928571428571429,13.724137931034482,26.142857142857142,23.17241379310345,22.0,22.82758620689655,13.428571428571429,16.20689655172414,14.178571428571429,12.827586206896552,82,61
1166,2003,1428,1332,36.84615384615385,34.15347721822542,0.7666666666666667,0.71875,66.73333333333333,82.21875,60.0,73.96875,0.45663600525624176,0.46118951612903225,0.41421736158578265,0.4261451363870304,0.38188277087033745,0.391304347826087,0.31934731934731936,0.3473282442748092,397,513,451,529,10.133333333333333,11.375,10.1,13.21875,23.2,24.5,20.833333333333332,23.6875,12.7,15.21875,12.566666666666666,16.75,60,58
1167,2003,1448,1190,11.263529411764706,143.67,0.8275862068965517,0.6296296296296297,78.41379310344827,79.70370370370371,67.62068965517241,77.48148148148148,0.4566265060240964,0.4571773220747889,0.3958453548759377,0.44101956135151155,0.3443579766536965,0.3439024390243902,0.33591331269349844,0.3582089552238806,581,495,372,412,14.758620689655173,14.0,12.448275862068966,13.851851851851851,26.93103448275862,24.037037037037038,19.344827586206897,22.51851851851852,15.10344827586207,18.74074074074074,13.620689655172415,18.88888888888889,76,73
1168,2003,1462,1407,17.285714285714285,101.85,0.8333333333333334,0.8333333333333334,78.23333333333333,79.36666666666666,65.96666666666667,70.56666666666666,0.4527027027027027,0.43214285714285716,0.40886965927528396,0.4153761061946903,0.3621013133208255,0.3341176470588235,0.3191126279863481,0.3365650969529086,546,403,280,372,13.933333333333334,15.066666666666666,12.266666666666667,13.433333333333334,25.5,24.7,21.333333333333332,24.866666666666667,13.033333333333333,13.733333333333333,14.0,17.733333333333334,71,59
1169,2003,1211,1112,43.2225,3.6767441860465118,0.7419354838709677,0.8928571428571429,77.06451612903226,85.21428571428571,68.19354838709677,70.25,0.4700407213496219,0.46141304347826084,0.4248853211009174,0.4075096631695196,0.3756345177664975,0.3505338078291815,0.3719806763285024,0.31663685152057247,551,491,401,314,11.935483870967742,15.178571428571429,10.096774193548388,13.107142857142858,25.322580645161292,27.642857142857142,21.0,23.285714285714285,14.548387096774194,14.785714285714286,14.870967741935484,16.857142857142858,95,96
1170,2003,1163,1390,31.087264150943398,28.139088729016787,0.7,0.7419354838709677,80.03333333333333,72.25806451612904,71.4,66.96774193548387,0.47481243301178994,0.44191217342968314,0.38041815400305967,0.40769659788064694,0.386411889596603,0.3577371048252912,0.3195364238410596,0.303236797274276,447,435,457,436,14.766666666666667,13.741935483870968,15.333333333333334,11.387096774193548,27.9,25.129032258064516,21.5,21.580645161290324,15.8,14.32258064516129,13.366666666666667,13.064516129032258,85,74
1171,2003,1181,1141,9.990697674418605,75.095,0.8,0.7931034482758621,81.96666666666667,79.34482758620689,70.4,73.24137931034483,0.4535911602209945,0.5052356020942408,0.43848396501457726,0.45476190476190476,0.3559870550161812,0.38076923076923075,0.34101382488479265,0.3573200992555831,597,559,460,452,13.766666666666667,10.586206896551724,12.2,12.241379310344827,23.1,23.275862068965516,22.633333333333333,18.896551724137932,14.033333333333333,18.24137931034483,17.833333333333332,16.06896551724138,86,60
1172,2003,1242,1113,16.293023255813953,40.8925,0.7666666666666667,0.6206896551724138,81.33333333333333,75.96551724137932,66.36666666666666,69.17241379310344,0.48528624933119313,0.4781818181818182,0.4063876651982379,0.4454770755885997,0.33962264150943394,0.3178082191780822,0.3618181818181818,0.34273318872017355,482,509,316,410,14.3,13.689655172413794,11.533333333333333,11.0,26.9,23.310344827586206,22.5,20.551724137931036,14.9,14.0,17.3,15.517241379310345,108,76
1173,2003,1266,1281,18.967441860465115,23.327830188679247,0.8214285714285714,0.6774193548387096,78.39285714285714,71.7741935483871,67.67857142857143,66.48387096774194,0.4838095238095238,0.4419618528610354,0.40596469872185026,0.4025834230355221,0.3793911007025761,0.3569230769230769,0.32752613240418116,0.3191489361702128,509,371,373,385,13.107142857142858,13.483870967741936,12.678571428571429,13.161290322580646,24.071428571428573,25.903225806451612,18.571428571428573,23.258064516129032,13.571428571428571,13.612903225806452,12.5,13.193548387096774,101,92
1174,2003,1323,1228,10.497674418604651,15.341860465116278,0.7096774193548387,0.8,80.09677419354838,75.43333333333334,71.19354838709677,61.4,0.44869750132908026,0.48566308243727596,0.41334661354581675,0.376078914919852,0.38074074074074077,0.3685950413223141,0.36622390891840606,0.29842931937172773,538,414,354,451,11.387096774193548,9.733333333333333,13.67741935483871,11.133333333333333,26.870967741935484,25.4,24.806451612903224,21.2,12.774193548387096,13.166666666666666,13.064516129032258,14.833333333333334,68,60
1175,2003,1328,1143,15.730232558139535,40.74818401937046,0.8,0.7241379310344828,71.16666666666667,74.48275862068965,60.166666666666664,69.75862068965517,0.44693396226415094,0.46564885496183206,0.4047470331043098,0.43167155425219944,0.3936731107205624,0.3765182186234818,0.32678132678132676,0.3311897106109325,395,388,376,345,12.133333333333333,11.241379310344827,10.4,11.172413793103448,24.966666666666665,24.379310344827587,22.4,23.0,11.8,14.172413793103448,13.7,14.931034482758621,74,65
1176,2003,1458,1409,23.972906403940886,63.50985221674877,0.7586206896551724,0.7096774193548387,70.72413793103448,73.51612903225806,58.689655172413794,65.25806451612904,0.46449136276391556,0.4626696832579186,0.4304812834224599,0.3968079251513484,0.35912698412698413,0.3626760563380282,0.3394919168591224,0.30905861456483125,418,437,267,407,10.310344827586206,11.161290322580646,8.206896551724139,12.774193548387096,22.551724137931036,25.806451612903224,21.689655172413794,22.70967741935484,10.517241379310345,14.32258064516129,13.96551724137931,14.419354838709678,61,60
1177,2003,1120,1448,39.70074812967581,11.263529411764706,0.6333333333333333,0.8275862068965517,70.1,78.41379310344827,65.56666666666666,67.62068965517241,0.46983546617915906,0.4566265060240964,0.42024720423778694,0.3958453548759377,0.3448979591836735,0.3443579766536965,0.3333333333333333,0.33591331269349844,392,581,332,372,11.933333333333334,14.758620689655173,12.233333333333333,12.448275862068966,22.566666666666666,26.93103448275862,20.6,19.344827586206897,15.9,15.10344827586207,15.8,13.620689655172415,68,62
1178,2003,1257,1139,9.891252955082741,32.1625,0.8,0.8275862068965517,81.83333333333333,68.58620689655173,68.46666666666667,60.93103448275862,0.45972602739726026,0.47515316541865216,0.40262060750446693,0.44622578490313963,0.3603988603988604,0.38801261829652994,0.3047808764940239,0.34549878345498786,524,347,549,289,13.2,7.827586206896552,12.866666666666667,10.448275862068966,25.1,20.379310344827587,23.6,20.20689655172414,13.366666666666667,10.413793103448276,17.4,12.0,71,79
1179,2003,1428,1246,36.84615384615385,9.834883720930232,0.7666666666666667,0.90625,66.73333333333333,77.53125,60.0,64.09375,0.45663600525624176,0.48742643124665597,0.41421736158578265,0.4123249299719888,0.38188277087033745,0.3559322033898305,0.31934731934731936,0.3280141843971631,397,470,451,394,10.133333333333333,12.875,10.1,11.1875,23.2,24.15625,20.833333333333332,19.96875,12.7,14.0625,12.566666666666666,16.46875,54,74
1180,2003,1462,1268,17.285714285714285,23.0,0.8333333333333334,0.6785714285714286,78.23333333333333,80.78571428571429,65.96666666666667,66.85714285714286,0.4527027027027027,0.4644870349492672,0.40886965927528396,0.3785377358490566,0.3621013133208255,0.39789473684210525,0.3191126279863481,0.3127147766323024,546,425,280,406,13.933333333333334,13.75,12.266666666666667,14.321428571428571,25.5,26.75,21.333333333333332,23.607142857142858,13.033333333333333,14.107142857142858,14.0,18.321428571428573,64,77
1181,2003,1196,1277,9.506976744186046,42.390243902439025,0.7741935483870968,0.6129032258064516,75.90322580645162,67.2258064516129,64.6774193548387,60.96774193548387,0.4765981735159817,0.45075757575757575,0.4230985915492958,0.40064102564102566,0.39212827988338195,0.36626506024096384,0.32727272727272727,0.3383742911153119,414,504,323,461,10.806451612903226,10.67741935483871,11.96774193548387,9.32258064516129,24.258064516129032,24.258064516129032,21.741935483870968,20.225806451612904,13.387096774193548,14.548387096774194,15.064516129032258,14.290322580645162,46,68
1182,2003,1338,1231,12.19767441860465,28.072115384615383,0.8666666666666667,0.625,74.6,70.53125,58.833333333333336,67.0,0.5021806853582554,0.42662116040955633,0.3835103060587133,0.41263940520446096,0.35834896810506567,0.34826589595375723,0.30019120458891013,0.2881679389312977,435,516,380,439,11.3,11.21875,10.3,12.125,25.366666666666667,25.625,19.733333333333334,24.15625,15.1,11.5,16.166666666666668,10.5,74,52
1183,2003,1329,1393,20.801909307875896,25.596153846153847,0.6896551724137931,0.8275862068965517,68.72413793103448,80.10344827586206,62.206896551724135,69.89655172413794,0.44492843808338517,0.4700665188470067,0.3897467572575664,0.39007470651013876,0.375,0.33043478260869563,0.33109619686800895,0.3068702290076336,422,475,394,364,12.379310344827585,14.310344827586206,14.10344827586207,15.793103448275861,24.06896551724138,26.896551724137932,22.413793103448278,22.275862068965516,14.655172413793103,13.620689655172415,16.75862068965517,14.448275862068966,56,68
1184,2003,1345,1400,27.223587223587224,9.416279069767441,0.6428571428571429,0.7857142857142857,71.75,78.85714285714286,65.25,68.67857142857143,0.4366382140512147,0.448512585812357,0.4148099606815203,0.41133896260554886,0.3294930875576037,0.34893617021276596,0.31982942430703626,0.34615384615384615,536,476,411,388,10.392857142857142,16.178571428571427,10.642857142857142,12.928571428571429,23.464285714285715,26.142857142857142,23.464285714285715,22.0,13.821428571428571,13.428571428571429,16.392857142857142,14.178571428571429,67,77
1185,2003,1112,1323,3.6767441860465118,10.497674418604651,0.8928571428571429,0.7096774193548387,85.21428571428571,80.09677419354838,70.25,71.19354838709677,0.46141304347826084,0.44869750132908026,0.4075096631695196,0.41334661354581675,0.3505338078291815,0.38074074074074077,0.31663685152057247,0.36622390891840606,491,538,314,354,15.178571428571429,11.387096774193548,13.107142857142858,13.67741935483871,27.642857142857142,26.870967741935484,23.285714285714285,24.806451612903224,14.785714285714286,12.774193548387096,16.857142857142858,13.064516129032258,88,71
1186,2003,1242,1181,16.293023255813953,9.990697674418605,0.7666666666666667,0.8,81.33333333333333,81.96666666666667,66.36666666666666,70.4,0.48528624933119313,0.4535911602209945,0.4063876651982379,0.43848396501457726,0.33962264150943394,0.3559870550161812,0.3618181818181818,0.34101382488479265,482,597,316,460,14.3,13.766666666666667,11.533333333333333,12.2,26.9,23.1,22.5,22.633333333333333,14.9,14.033333333333333,17.3,17.833333333333332,69,65
1187,2003,1246,1458,9.834883720930232,23.972906403940886,0.90625,0.7586206896551724,77.53125,70.72413793103448,64.09375,58.689655172413794,0.48742643124665597,0.46449136276391556,0.4123249299719888,0.4304812834224599,0.3559322033898305,0.35912698412698413,0.3280141843971631,0.3394919168591224,470,418,394,267,12.875,10.310344827586206,11.1875,8.206896551724139,24.15625,22.551724137931036,19.96875,21.689655172413794,14.0625,10.517241379310345,16.46875,13.96551724137931,63,57
1188,2003,1266,1338,18.967441860465115,12.19767441860465,0.8214285714285714,0.8666666666666667,78.39285714285714,74.6,67.67857142857143,58.833333333333336,0.4838095238095238,0.5021806853582554,0.40596469872185026,0.3835103060587133,0.3793911007025761,0.35834896810506567,0.32752613240418116,0.30019120458891013,509,435,373,380,13.107142857142858,11.3,12.678571428571429,10.3,24.071428571428573,25.366666666666667,18.571428571428573,19.733333333333334,13.571428571428571,15.1,12.5,16.166666666666668,77,74
1189,2003,1277,1268,42.390243902439025,23.0,0.6129032258064516,0.6785714285714286,67.2258064516129,80.78571428571429,60.96774193548387,66.85714285714286,0.45075757575757575,0.4644870349492672,0.40064102564102566,0.3785377358490566,0.36626506024096384,0.39789473684210525,0.3383742911153119,0.3127147766323024,504,425,461,406,10.67741935483871,13.75,9.32258064516129,14.321428571428571,24.258064516129032,26.75,20.225806451612904,23.607142857142858,14.548387096774194,14.107142857142858,14.290322580645162,18.321428571428573,60,58
1190,2003,1328,1139,15.730232558139535,32.1625,0.8,0.8275862068965517,71.16666666666667,68.58620689655173,60.166666666666664,60.93103448275862,0.44693396226415094,0.47515316541865216,0.4047470331043098,0.44622578490313963,0.3936731107205624,0.38801261829652994,0.32678132678132676,0.34549878345498786,395,347,376,289,12.133333333333333,7.827586206896552,10.4,10.448275862068966,24.966666666666665,20.379310344827587,22.4,20.20689655172414,11.8,10.413793103448276,13.7,12.0,65,54
1191,2003,1120,1393,39.70074812967581,25.596153846153847,0.6333333333333333,0.8275862068965517,70.1,80.10344827586206,65.56666666666666,69.89655172413794,0.46983546617915906,0.4700665188470067,0.42024720423778694,0.39007470651013876,0.3448979591836735,0.33043478260869563,0.3333333333333333,0.3068702290076336,392,475,332,364,11.933333333333334,14.310344827586206,12.233333333333333,15.793103448275861,22.566666666666666,26.896551724137932,20.6,22.275862068965516,15.9,13.620689655172415,15.8,14.448275862068966,78,79
